"SGENDER","SGAREDU","SEDUASPR","SMATINT","STCHRCAP","SMATEFF","TCAREER","TGENDER","TAGE","TMAJMATH","TMAJME","TSTUTEXP","TSTUPEXP","TSTUSEXP","TSTUCAP","TSTURES","TCOLLAB","TSATIS","TPASSION","TCRWD","TOVERADM","TPDMCP","TPDMCF","TPDMDP","TPDMDF","TPDMEP","TPDMEF","TPDSVP","TPDSVF","TPDTIME","TSTUPC","TLACKK","TLACKI","TPRIK1","TPRIK2","TPRIK3","TPRIK4","TPRIK5","TPRIK6","TPRIK7","TPRIK8","TPRIK9","TPRIK10","TPRIK11","TPRIK12","TPRIK13","TPRIK14","TPRIK15","TPRIK16","TPRIK17","TPRIK18","TPRIK19","TPRIK20","TPRIK21","TPRIK22","TMTIME","TINSSTG1","TINSSTG2","TINSSTG3","TINSSTG4","TINSSTG5","TINSSTG6","TINSSTG7","TINSASK1","TINSASK2","TINSASK3","TINSASK4","TINSASK5","TINSASK6","TINSASK7","TINSASK8","THWFRQ","THWTIME","THWSTG1","THWSTG2","THWSTG3","THWSTG4","THWSTG5","THWSTG6","THWSTG7","THWSTG8","THWSTG9","THWSTG10","SCHPOOR","SCHKOR","SCHPOP","MATACH"
"0",3,4,1.1,1,2.777777778,11,"1",3,"0","1",4,5,5,5,4,5,4,4,3,3,"1","2","1","2","1","2","1","2",4,33,2,2,"1","1","1","1","1","2","2","0","1","1","1","1","0","1","1","1","0","1","2","0","2","2","180",4,2,3,3,3,4,3,3,2,2,4,4,3,3,4,4,1,3,3,2,2,1,3,3,1,2,3,2,1,6,592.080226
"0",4.5,5,3.8,2.571428571,1.111111111,25,"1",4,"0","1",3,4,4,4,3,4,4,4,4,4,"2","1","1","1","2","1","2","1",4,33,2,2,"1","1","1","1","1","2","2","0","2","0","2","1","0","2","2","2","0","1","1","0","2","0","180",3,3,3,3,3,3,3,3,3,3,4,4,4,2,2,4,3,3,3,3,2,1,1,1,1,1,3,2,1,6,624.28176
"0",6,5,1.1,1.428571429,3.888888889,25,"1",4,"0","1",3,4,4,4,3,4,4,4,4,4,"2","1","1","1","2","1","2","1",4,33,2,2,"1","1","1","1","1","2","2","0","2","0","2","1","0","2","2","2","0","1","1","0","2","0","180",3,3,3,3,3,3,3,3,3,3,4,4,4,2,2,4,3,3,3,3,2,1,1,1,1,1,3,2,1,6,763.081538
"0",3,5,2.7,1.857142857,3.222222222,25,"1",4,"0","1",3,4,4,4,3,4,4,4,4,4,"2","1","1","1","2","1","2","1",4,33,2,2,"1","1","1","1","1","2","2","0","2","0","2","1","0","2","2","2","0","1","1","0","2","0","180",3,3,3,3,3,3,3,3,3,3,4,4,4,2,2,4,3,3,3,3,2,1,1,1,1,1,3,2,1,6,596.308274
"0",8,5,1.3,2.142857143,3.222222222,25,"1",4,"0","1",3,4,4,4,3,4,4,4,4,4,"2","1","1","1","2","1","2","1",4,33,2,2,"1","1","1","1","1","2","2","0","2","0","2","1","0","2","2","2","0","1","1","0","2","0","180",3,3,3,3,3,3,3,3,3,3,4,4,4,2,2,4,3,3,3,3,2,1,1,1,1,1,3,2,1,6,714.501096
"0",3,5,2.3,2.142857143,3,25,"1",4,"0","1",3,4,4,4,3,4,4,4,4,4,"2","1","1","1","2","1","2","1",4,33,2,2,"1","1","1","1","1","2","2","0","2","0","2","1","0","2","2","2","0","1","1","0","2","0","180",3,3,3,3,3,3,3,3,3,3,4,4,4,2,2,4,3,3,3,3,2,1,1,1,1,1,3,2,1,6,675.650786
"0",8,2,4,2.285714286,1.666666667,28,"1",5,"1","1",3,4,4,4,2,4,3,3,4,3,"2","2","2","1","2","2","2","1",4,33,3,2,"1","1","1","2","1","2","2","0","2","0","2","2","0","0","2","2","0","0","2","0","2","0","180",2,1,2,2,2,3,1,3,3,2,4,4,4,2,2,3,3,3,3,2,2,2,2,2,2,3,2,2,1,6,359.686348
"0",4.5,5,3.6,4,2.666666667,28,"1",5,"1","1",3,4,4,4,2,4,3,3,4,3,"2","2","2","1","2","2","2","1",4,33,3,2,"1","1","1","2","1","2","2","0","2","0","2","2","0","0","2","2","0","0","2","0","2","0","180",2,1,2,2,2,3,1,3,3,2,4,4,4,2,2,3,3,3,3,2,2,2,2,2,2,3,2,2,1,6,487.605408
"0",6,5,2.8,2,2,11,"1",3,"0","1",4,5,5,5,4,5,4,4,3,3,"1","2","1","2","1","2","1","2",4,33,2,2,"1","1","1","1","1","2","2","0","1","1","1","1","0","1","1","1","0","1","2","0","2","2","180",4,2,3,3,3,4,3,3,2,2,4,4,3,3,4,4,1,3,3,2,2,1,3,3,1,2,3,2,1,6,566.909158
"0",6,4,3.3,4,2.333333333,11,"1",3,"0","1",4,5,5,5,4,5,4,4,3,3,"1","2","1","2","1","2","1","2",4,33,2,2,"1","1","1","1","1","2","2","0","1","1","1","1","0","1","1","1","0","1","2","0","2","2","180",4,2,3,3,3,4,3,3,2,2,4,4,3,3,4,4,1,3,3,2,2,1,3,3,1,2,3,2,1,6,426.701672
"0",7,4,2.5,2,3.444444444,25,"1",4,"0","1",3,4,4,4,3,4,4,4,4,4,"2","1","1","1","2","1","2","1",4,33,2,2,"1","1","1","1","1","2","2","0","2","0","2","1","0","2","2","2","0","1","1","0","2","0","180",3,3,3,3,3,3,3,3,3,3,4,4,4,2,2,4,3,3,3,3,2,1,1,1,1,1,3,2,1,6,630.85757
"0",8,5,1.2,1,3.111111111,25,"1",4,"0","1",3,4,4,4,3,4,4,4,4,4,"2","1","1","1","2","1","2","1",4,33,2,2,"1","1","1","1","1","2","2","0","2","0","2","1","0","2","2","2","0","1","1","0","2","0","180",3,3,3,3,3,3,3,3,3,3,4,4,4,2,2,4,3,3,3,3,2,1,1,1,1,1,3,2,1,6,682.03906
"0",3,5,2.5,1,3.111111111,11,"1",3,"0","1",4,5,5,5,4,5,4,4,3,3,"1","2","1","2","1","2","1","2",4,33,2,2,"1","1","1","1","1","2","2","0","1","1","1","1","0","1","1","1","0","1","2","0","2","2","180",4,2,3,3,3,4,3,3,2,2,4,4,3,3,4,4,1,3,3,2,2,1,3,3,1,2,3,2,1,6,661.448538
"0",8,5,2,1.428571429,3.555555556,11,"1",3,"0","1",4,5,5,5,4,5,4,4,3,3,"1","2","1","2","1","2","1","2",4,33,2,2,"1","1","1","1","1","2","2","0","1","1","1","1","0","1","1","1","0","1","2","0","2","2","180",4,2,3,3,3,4,3,3,2,2,4,4,3,3,4,4,1,3,3,2,2,1,3,3,1,2,3,2,1,6,653.526826
"0",8,2,3.7,2.571428571,2.555555556,28,"1",5,"1","1",3,4,4,4,2,4,3,3,4,3,"2","2","2","1","2","2","2","1",4,33,3,2,"1","1","1","2","1","2","2","0","2","0","2","2","0","0","2","2","0","0","2","0","2","0","180",2,1,2,2,2,3,1,3,3,2,4,4,4,2,2,3,3,3,3,2,2,2,2,2,2,3,2,2,1,6,528.114326
"0",6,5,2.2,2.142857143,3,25,"1",4,"0","1",3,4,4,4,3,4,4,4,4,4,"2","1","1","1","2","1","2","1",4,33,2,2,"1","1","1","1","1","2","2","0","2","0","2","1","0","2","2","2","0","1","1","0","2","0","180",3,3,3,3,3,3,3,3,3,3,4,4,4,2,2,4,3,3,3,3,2,1,1,1,1,1,3,2,1,6,685.60861
"0",6,5,1.3,2,3.111111111,25,"1",4,"0","1",3,4,4,4,3,4,4,4,4,4,"2","1","1","1","2","1","2","1",4,33,2,2,"1","1","1","1","1","2","2","0","2","0","2","1","0","2","2","2","0","1","1","0","2","0","180",3,3,3,3,3,3,3,3,3,3,4,4,4,2,2,4,3,3,3,3,2,1,1,1,1,1,3,2,1,6,761.193806
"0",8,4,3.2,2.142857143,2.444444444,25,"1",4,"0","1",3,4,4,4,3,4,4,4,4,4,"2","1","1","1","2","1","2","1",4,33,2,2,"1","1","1","1","1","2","2","0","2","0","2","1","0","2","2","2","0","1","1","0","2","0","180",3,3,3,3,3,3,3,3,3,3,4,4,4,2,2,4,3,3,3,3,2,1,1,1,1,1,3,2,1,6,602.179928
"0",8,5,2.4,3,3,25,"1",4,"0","1",3,4,4,4,3,4,4,4,4,4,"2","1","1","1","2","1","2","1",4,33,2,2,"1","1","1","1","1","2","2","0","2","0","2","1","0","2","2","2","0","1","1","0","2","0","180",3,3,3,3,3,3,3,3,3,3,4,4,4,2,2,4,3,3,3,3,2,1,1,1,1,1,3,2,1,6,643.011974
"0",3,2,2.6,2.142857143,2,28,"1",5,"1","1",3,4,4,4,2,4,3,3,4,3,"2","2","2","1","2","2","2","1",4,33,3,2,"1","1","1","2","1","2","2","0","2","0","2","2","0","0","2","2","0","0","2","0","2","0","180",2,1,2,2,2,3,1,3,3,2,4,4,4,2,2,3,3,3,3,2,2,2,2,2,2,3,2,2,1,6,498.892168
"0",6.5,6,2.3,2,3.777777778,25,"1",4,"0","1",3,4,4,4,3,4,4,4,4,4,"2","1","1","1","2","1","2","1",4,33,2,2,"1","1","1","1","1","2","2","0","2","0","2","1","0","2","2","2","0","1","1","0","2","0","180",3,3,3,3,3,3,3,3,3,3,4,4,4,2,2,4,3,3,3,3,2,1,1,1,1,1,3,2,1,6,700.34543
"0",4,4,3.6,2.142857143,2.888888889,28,"1",5,"1","1",3,4,4,4,2,4,3,3,4,3,"2","2","2","1","2","2","2","1",4,33,3,2,"1","1","1","2","1","2","2","0","2","0","2","2","0","0","2","2","0","0","2","0","2","0","180",2,1,2,2,2,3,1,3,3,2,4,4,4,2,2,3,3,3,3,2,2,2,2,2,2,3,2,2,1,6,550.139208
"0",7.5,6,1.1,1,3.444444444,11,"1",3,"0","1",4,5,5,5,4,5,4,4,3,3,"1","2","1","2","1","2","1","2",4,33,2,2,"1","1","1","1","1","2","2","0","1","1","1","1","0","1","1","1","0","1","2","0","2","2","180",4,2,3,3,3,4,3,3,2,2,4,4,3,3,4,4,1,3,3,2,2,1,3,3,1,2,3,2,1,6,555.250448
"0",8,5,2.1,2.428571429,3.222222222,25,"1",4,"0","1",3,4,4,4,3,4,4,4,4,4,"2","1","1","1","2","1","2","1",4,33,2,2,"1","1","1","1","1","2","2","0","2","0","2","1","0","2","2","2","0","1","1","0","2","0","180",3,3,3,3,3,3,3,3,3,3,4,4,4,2,2,4,3,3,3,3,2,1,1,1,1,1,3,2,1,6,647.62896
"0",8,4,2.8,2,2.666666667,11,"1",3,"0","1",4,5,5,5,4,5,4,4,3,3,"1","2","1","2","1","2","1","2",4,33,2,2,"1","1","1","1","1","2","2","0","1","1","1","1","0","1","1","1","0","1","2","0","2","2","180",4,2,3,3,3,4,3,3,2,2,4,4,3,3,4,4,1,3,3,2,2,1,3,3,1,2,3,2,1,6,647.925172
"0",8,5,2.2,1.857142857,3.222222222,25,"1",4,"0","1",3,4,4,4,3,4,4,4,4,4,"2","1","1","1","2","1","2","1",4,33,2,2,"1","1","1","1","1","2","2","0","2","0","2","1","0","2","2","2","0","1","1","0","2","0","180",3,3,3,3,3,3,3,3,3,3,4,4,4,2,2,4,3,3,3,3,2,1,1,1,1,1,3,2,1,6,629.943094
"0",8,5,1.6,1,3.777777778,11,"1",3,"0","1",4,5,5,5,4,5,4,4,3,3,"1","2","1","2","1","2","1","2",4,33,2,2,"1","1","1","1","1","2","2","0","1","1","1","1","0","1","1","1","0","1","2","0","2","2","180",4,2,3,3,3,4,3,3,2,2,4,4,3,3,4,4,1,3,3,2,2,1,3,3,1,2,3,2,1,6,721.189528
"1",8,5,3.3,1.714285714,1.777777778,22,"1",4,"0","1",4,5,4,4,3,4,3,3,4,4,"2","1","2","1","1","1","2","1",2,32,1,2,"1","1","1","1","1","2","2","0","2","1","1","1","0","0","2","1","0","1","1","0","2","2","180",2,2,2,4,4,4,3,3,1,3,4,3,4,4,1,4,3,2,1,3,2,3,1,2,1,3,1,1,1,7,681.275762
"1",8,5,2.5,1.428571429,2.555555556,22,"1",4,"0","1",4,5,4,4,3,4,3,3,4,4,"2","1","2","1","1","1","2","1",2,32,1,2,"1","1","1","1","1","2","2","0","2","1","1","1","0","0","2","1","0","1","1","0","2","2","180",2,2,2,4,4,4,3,3,1,3,4,3,4,4,1,4,3,2,1,3,2,3,1,2,1,3,1,1,1,7,551.784028
"1",5.5,5,2.2,2,2.111111111,22,"1",4,"0","1",4,5,4,4,3,4,3,3,4,4,"2","1","2","1","1","1","2","1",2,32,1,2,"1","1","1","1","1","2","2","0","2","1","1","1","0","0","2","1","0","1","1","0","2","2","180",2,2,2,4,4,4,3,3,1,3,4,3,4,4,1,4,3,2,1,3,2,3,1,2,1,3,1,1,1,7,512.782488
"1",6.5,5,2.1,1.142857143,2.333333333,22,"1",4,"0","1",4,5,4,4,3,4,3,3,4,4,"2","1","2","1","1","1","2","1",2,32,1,2,"1","1","1","1","1","2","2","0","2","1","1","1","0","0","2","1","0","1","1","0","2","2","180",2,2,2,4,4,4,3,3,1,3,4,3,4,4,1,4,3,2,1,3,2,3,1,2,1,3,1,1,1,7,640.949098
"1",8,5,2.8,2,2.111111111,22,"1",4,"0","1",4,5,4,4,3,4,3,3,4,4,"2","1","2","1","1","1","2","1",2,32,1,2,"1","1","1","1","1","2","2","0","2","1","1","1","0","0","2","1","0","1","1","0","2","2","180",2,2,2,4,4,4,3,3,1,3,4,3,4,4,1,4,3,2,1,3,2,3,1,2,1,3,1,1,1,7,623.0097
"1",6,6,2.7,2,1.666666667,22,"1",4,"0","1",4,5,4,4,3,4,3,3,4,4,"2","1","2","1","1","1","2","1",2,32,1,2,"1","1","1","1","1","2","2","0","2","1","1","1","0","0","2","1","0","1","1","0","2","2","180",2,2,2,4,4,4,3,3,1,3,4,3,4,4,1,4,3,2,1,3,2,3,1,2,1,3,1,1,1,7,647.477794
"1",6,5,2.9,2.142857143,2.111111111,22,"1",4,"0","1",4,5,4,4,3,4,3,3,4,4,"2","1","2","1","1","1","2","1",2,32,1,2,"1","1","1","1","1","2","2","0","2","1","1","1","0","0","2","1","0","1","1","0","2","2","180",2,2,2,4,4,4,3,3,1,3,4,3,4,4,1,4,3,2,1,3,2,3,1,2,1,3,1,1,1,7,611.602472
"1",3,5,2.1,1.285714286,2.777777778,22,"1",4,"0","1",4,5,4,4,3,4,3,3,4,4,"2","1","2","1","1","1","2","1",2,32,1,2,"1","1","1","1","1","2","2","0","2","1","1","1","0","0","2","1","0","1","1","0","2","2","180",2,2,2,4,4,4,3,3,1,3,4,3,4,4,1,4,3,2,1,3,2,3,1,2,1,3,1,1,1,7,651.169996
"1",8,5,3.7,2,2.222222222,22,"1",4,"0","1",4,5,4,4,3,4,3,3,4,4,"2","1","2","1","1","1","2","1",2,32,1,2,"1","1","1","1","1","2","2","0","2","1","1","1","0","0","2","1","0","1","1","0","2","2","180",2,2,2,4,4,4,3,3,1,3,4,3,4,4,1,4,3,2,1,3,2,3,1,2,1,3,1,1,1,7,641.038868
"1",4.5,5,2.3,1.428571429,2.888888889,22,"1",4,"0","1",4,5,4,4,3,4,3,3,4,4,"2","1","2","1","1","1","2","1",2,32,1,2,"1","1","1","1","1","2","2","0","2","1","1","1","0","0","2","1","0","1","1","0","2","2","180",2,2,2,4,4,4,3,3,1,3,4,3,4,4,1,4,3,2,1,3,2,3,1,2,1,3,1,1,1,7,702.575882
"1",7,5,2.6,1.285714286,2.333333333,22,"1",4,"0","1",4,5,4,4,3,4,3,3,4,4,"2","1","2","1","1","1","2","1",2,32,1,2,"1","1","1","1","1","2","2","0","2","1","1","1","0","0","2","1","0","1","1","0","2","2","180",2,2,2,4,4,4,3,3,1,3,4,3,4,4,1,4,3,2,1,3,2,3,1,2,1,3,1,1,1,7,622.977202
"1",8,5,2.6,2.142857143,2.111111111,22,"1",4,"0","1",4,5,4,4,3,4,3,3,4,4,"2","1","2","1","1","1","2","1",2,32,1,2,"1","1","1","1","1","2","2","0","2","1","1","1","0","0","2","1","0","1","1","0","2","2","180",2,2,2,4,4,4,3,3,1,3,4,3,4,4,1,4,3,2,1,3,2,3,1,2,1,3,1,1,1,7,471.3303
"0",5.5,2,3.6,2.142857143,1.333333333,22,"1",4,"0","1",4,5,4,4,3,4,3,3,4,4,"2","1","2","1","1","1","2","1",2,32,1,2,"1","1","1","1","1","2","2","0","2","1","1","1","0","0","2","1","0","1","1","0","2","2","180",2,2,2,4,4,4,3,3,1,3,4,3,4,4,1,4,3,2,1,3,2,3,1,2,1,3,1,1,1,7,506.186824
"0",8,6,2.1,1.142857143,2.333333333,22,"1",4,"0","1",4,5,4,4,3,4,3,3,4,4,"2","1","2","1","1","1","2","1",2,32,1,2,"1","1","1","1","1","2","2","0","2","1","1","1","0","0","2","1","0","1","1","0","2","2","180",2,2,2,4,4,4,3,3,1,3,4,3,4,4,1,4,3,2,1,3,2,3,1,2,1,3,1,1,1,7,775.971518
"0",8,4,2,2,3.111111111,22,"1",4,"0","1",4,5,4,4,3,4,3,3,4,4,"2","1","2","1","1","1","2","1",2,32,1,2,"1","1","1","1","1","2","2","0","2","1","1","1","0","0","2","1","0","1","1","0","2","2","180",2,2,2,4,4,4,3,3,1,3,4,3,4,4,1,4,3,2,1,3,2,3,1,2,1,3,1,1,1,7,731.292712
"0",8,5,3.1,1.285714286,1.777777778,22,"1",4,"0","1",4,5,4,4,3,4,3,3,4,4,"2","1","2","1","1","1","2","1",2,32,1,2,"1","1","1","1","1","2","2","0","2","1","1","1","0","0","2","1","0","1","1","0","2","2","180",2,2,2,4,4,4,3,3,1,3,4,3,4,4,1,4,3,2,1,3,2,3,1,2,1,3,1,1,1,7,471.582976
"0",8,4,3,2.428571429,2.111111111,22,"1",4,"0","1",4,5,4,4,3,4,3,3,4,4,"2","1","2","1","1","1","2","1",2,32,1,2,"1","1","1","1","1","2","2","0","2","1","1","1","0","0","2","1","0","1","1","0","2","2","180",2,2,2,4,4,4,3,3,1,3,4,3,4,4,1,4,3,2,1,3,2,3,1,2,1,3,1,1,1,7,594.543916
"0",5.5,5,1.9,1.285714286,2.777777778,22,"1",4,"0","1",4,5,4,4,3,4,3,3,4,4,"2","1","2","1","1","1","2","1",2,32,1,2,"1","1","1","1","1","2","2","0","2","1","1","1","0","0","2","1","0","1","1","0","2","2","180",2,2,2,4,4,4,3,3,1,3,4,3,4,4,1,4,3,2,1,3,2,3,1,2,1,3,1,1,1,7,670.241172
"0",6.5,6,1.8,2,2.555555556,22,"1",4,"0","1",4,5,4,4,3,4,3,3,4,4,"2","1","2","1","1","1","2","1",2,32,1,2,"1","1","1","1","1","2","2","0","2","1","1","1","0","0","2","1","0","1","1","0","2","2","180",2,2,2,4,4,4,3,3,1,3,4,3,4,4,1,4,3,2,1,3,2,3,1,2,1,3,1,1,1,7,732.679874
"0",8,2,2.2,1.285714286,2.444444444,22,"1",4,"0","1",4,5,4,4,3,4,3,3,4,4,"2","1","2","1","1","1","2","1",2,32,1,2,"1","1","1","1","1","2","2","0","2","1","1","1","0","0","2","1","0","1","1","0","2","2","180",2,2,2,4,4,4,3,3,1,3,4,3,4,4,1,4,3,2,1,3,2,3,1,2,1,3,1,1,1,7,683.531502
"0",6.5,5,2.2,1.428571429,2.555555556,22,"1",4,"0","1",4,5,4,4,3,4,3,3,4,4,"2","1","2","1","1","1","2","1",2,32,1,2,"1","1","1","1","1","2","2","0","2","1","1","1","0","0","2","1","0","1","1","0","2","2","180",2,2,2,4,4,4,3,3,1,3,4,3,4,4,1,4,3,2,1,3,2,3,1,2,1,3,1,1,1,7,674.02536
"0",3,5,2.7,2.285714286,2.222222222,22,"1",4,"0","1",4,5,4,4,3,4,3,3,4,4,"2","1","2","1","1","1","2","1",2,32,1,2,"1","1","1","1","1","2","2","0","2","1","1","1","0","0","2","1","0","1","1","0","2","2","180",2,2,2,4,4,4,3,3,1,3,4,3,4,4,1,4,3,2,1,3,2,3,1,2,1,3,1,1,1,7,560.828168
"0",5.5,5,1.9,2.142857143,1.888888889,22,"1",4,"0","1",4,5,4,4,3,4,3,3,4,4,"2","1","2","1","1","1","2","1",2,32,1,2,"1","1","1","1","1","2","2","0","2","1","1","1","0","0","2","1","0","1","1","0","2","2","180",2,2,2,4,4,4,3,3,1,3,4,3,4,4,1,4,3,2,1,3,2,3,1,2,1,3,1,1,1,7,618.908718
"0",4.5,6,3.1,1.857142857,1.888888889,22,"1",4,"0","1",4,5,4,4,3,4,3,3,4,4,"2","1","2","1","1","1","2","1",2,32,1,2,"1","1","1","1","1","2","2","0","2","1","1","1","0","0","2","1","0","1","1","0","2","2","180",2,2,2,4,4,4,3,3,1,3,4,3,4,4,1,4,3,2,1,3,2,3,1,2,1,3,1,1,1,7,591.900606
"0",6,5,2.4,1,2.777777778,22,"1",4,"0","1",4,5,4,4,3,4,3,3,4,4,"2","1","2","1","1","1","2","1",2,32,1,2,"1","1","1","1","1","2","2","0","2","1","1","1","0","0","2","1","0","1","1","0","2","2","180",2,2,2,4,4,4,3,3,1,3,4,3,4,4,1,4,3,2,1,3,2,3,1,2,1,3,1,1,1,7,615.294592
"0",8,4,2.8,2.857142857,3,1,"1",1,"0","1",1,2,3,2,3,1,2,4,4,3,"1","1","1","1","1","1","1","1",5,33,1,1,"1","1","1","1","1","1","2","2","2","0","2","1","0","0","2","1","1","1","1","0","2","0","180",2,2,2,1,2,3,2,3,3,2,4,2,2,4,1,5,3,1,3,3,2,2,2,1,3,3,1,2,1,6,648.038524
"1",8,4,2.4,1.142857143,2.111111111,1,"1",1,"0","1",1,2,3,2,3,1,2,4,4,3,"1","1","1","1","1","1","1","1",5,33,1,1,"1","1","1","1","1","1","2","2","2","0","2","1","0","0","2","1","1","1","1","0","2","0","180",2,2,2,1,2,3,2,3,3,2,4,2,2,4,1,5,3,1,3,3,2,2,2,1,3,3,1,2,1,6,447.527724
"1",8,6,3.9,1.285714286,2,1,"1",1,"0","1",1,2,3,2,3,1,2,4,4,3,"1","1","1","1","1","1","1","1",5,33,1,1,"1","1","1","1","1","1","2","2","2","0","2","1","0","0","2","1","1","1","1","0","2","0","180",2,2,2,1,2,3,2,3,3,2,4,2,2,4,1,5,3,1,3,3,2,1,2,1,3,3,1,2,1,6,660.00115
"1",3,5,3.1,2.857142857,2.777777778,1,"1",1,"0","1",1,2,3,2,3,1,2,4,4,3,"1","1","1","1","1","1","1","1",5,33,1,1,"1","1","1","1","1","1","2","2","2","0","2","1","0","0","2","1","1","1","1","0","2","0","180",2,2,2,1,2,3,2,3,3,2,4,2,2,4,1,5,3,1,3,3,2,1,2,1,3,3,1,2,1,6,598.391584
"0",5.5,5,3.3,2.285714286,1.444444444,1,"1",1,"0","1",1,2,3,2,3,1,2,4,4,3,"1","1","1","1","1","1","1","1",5,33,1,1,"1","1","1","1","1","1","2","2","2","0","2","1","0","0","2","1","1","1","1","0","2","0","180",2,2,2,1,2,3,2,3,3,2,4,2,2,4,1,5,3,1,3,3,2,1,2,1,3,3,1,2,1,6,566.922642
"0",7,4,2.8,2.285714286,2.111111111,1,"1",1,"0","1",1,2,3,2,3,1,2,4,4,3,"1","1","1","1","1","1","1","1",5,33,1,1,"1","1","1","1","1","1","2","2","2","0","2","1","0","0","2","1","1","1","1","0","2","0","180",2,2,2,1,2,3,2,3,3,2,4,2,2,4,1,5,3,1,3,3,2,1,2,1,3,3,1,2,1,6,557.13177
"1",4,4,3.2,2.714285714,1.777777778,1,"1",1,"0","1",1,2,3,2,3,1,2,4,4,3,"1","1","1","1","1","1","1","1",5,33,1,1,"1","1","1","1","1","1","2","2","2","0","2","1","0","0","2","1","1","1","1","0","2","0","180",2,2,2,1,2,3,2,3,3,2,4,2,2,4,1,5,3,1,3,3,2,2,2,1,3,3,1,2,1,6,567.325204
"1",6.5,6,2.1,2,3.777777778,1,"1",1,"0","1",1,2,3,2,3,1,2,4,4,3,"1","1","1","1","1","1","1","1",5,33,1,1,"1","1","1","1","1","1","2","2","2","0","2","1","0","0","2","1","1","1","1","0","2","0","180",2,2,2,1,2,3,2,3,3,2,4,2,2,4,1,5,3,1,3,3,2,2,2,1,3,3,1,2,1,6,647.312822
"1",8,5,2.4,2.142857143,2,1,"1",1,"0","1",1,2,3,2,3,1,2,4,4,3,"1","1","1","1","1","1","1","1",5,33,1,1,"1","1","1","1","1","1","2","2","2","0","2","1","0","0","2","1","1","1","1","0","2","0","180",2,2,2,1,2,3,2,3,3,2,4,2,2,4,1,5,3,1,3,3,2,2,2,1,3,3,1,2,1,6,517.115872
"1",8,2,1.8,1.142857143,3,1,"1",1,"0","1",1,2,3,2,3,1,2,4,4,3,"1","1","1","1","1","1","1","1",5,33,1,1,"1","1","1","1","1","1","2","2","2","0","2","1","0","0","2","1","1","1","1","0","2","0","180",2,2,2,1,2,3,2,3,3,2,4,2,2,4,1,5,3,1,3,3,2,1,2,1,3,3,1,2,1,6,610.4275
"1",8,4,2,2.285714286,2.444444444,1,"1",1,"0","1",1,2,3,2,3,1,2,4,4,3,"1","1","1","1","1","1","1","1",5,33,1,1,"1","1","1","1","1","1","2","2","2","0","2","1","0","0","2","1","1","1","1","0","2","0","180",2,2,2,1,2,3,2,3,3,2,4,2,2,4,1,5,3,1,3,3,2,2,2,1,3,3,1,2,1,6,570.012812
"1",8,2,2.5,2.714285714,1.777777778,1,"1",1,"0","1",1,2,3,2,3,1,2,4,4,3,"1","1","1","1","1","1","1","1",5,33,1,1,"1","1","1","1","1","1","2","2","2","0","2","1","0","0","2","1","1","1","1","0","2","0","180",2,2,2,1,2,3,2,3,3,2,4,2,2,4,1,5,3,1,3,3,2,1,2,1,3,3,1,2,1,6,387.113424
"1",3,4,3.2,2.285714286,1.777777778,1,"1",1,"0","1",1,2,3,2,3,1,2,4,4,3,"1","1","1","1","1","1","1","1",5,33,1,1,"1","1","1","1","1","1","2","2","2","0","2","1","0","0","2","1","1","1","1","0","2","0","180",2,2,2,1,2,3,2,3,3,2,4,2,2,4,1,5,3,1,3,3,2,1,2,1,3,3,1,2,1,6,528.859868
"1",8,4,2,2.428571429,3.555555556,1,"1",1,"0","1",1,2,3,2,3,1,2,4,4,3,"1","1","1","1","1","1","1","1",5,33,1,1,"1","1","1","1","1","1","2","2","2","0","2","1","0","0","2","1","1","1","1","0","2","0","180",2,2,2,1,2,3,2,3,3,2,4,2,2,4,1,5,3,1,3,3,2,1,2,1,3,3,1,2,1,6,668.932706
"0",3,5,3.2,2.285714286,2.222222222,1,"1",1,"0","1",1,2,3,2,3,1,2,4,4,3,"1","1","1","1","1","1","1","1",5,33,1,1,"1","1","1","1","1","1","2","2","2","0","2","1","0","0","2","1","1","1","1","0","2","0","180",2,2,2,1,2,3,2,3,3,2,4,2,2,4,1,5,3,1,3,3,2,1,2,1,3,3,1,2,1,6,539.547942
"0",8,5,2.4,2.285714286,2.555555556,1,"1",1,"0","1",1,2,3,2,3,1,2,4,4,3,"1","1","1","1","1","1","1","1",5,33,1,1,"1","1","1","1","1","1","2","2","2","0","2","1","0","0","2","1","1","1","1","0","2","0","180",2,2,2,1,2,3,2,3,3,2,4,2,2,4,1,5,3,1,3,3,2,2,2,1,3,3,1,2,1,6,526.910104
"1",3,5,1.7,1.428571429,2.111111111,1,"1",1,"0","1",1,2,3,2,3,1,2,4,4,3,"1","1","1","1","1","1","1","1",5,33,1,1,"1","1","1","1","1","1","2","2","2","0","2","1","0","0","2","1","1","1","1","0","2","0","180",2,2,2,1,2,3,2,3,3,2,4,2,2,4,1,5,3,1,3,3,2,1,2,1,3,3,1,2,1,6,515.626906
"0",8,4,2.3,2,2.666666667,1,"1",1,"0","1",1,2,3,2,3,1,2,4,4,3,"1","1","1","1","1","1","1","1",5,33,1,1,"1","1","1","1","1","1","2","2","2","0","2","1","0","0","2","1","1","1","1","0","2","0","180",2,2,2,1,2,3,2,3,3,2,4,2,2,4,1,5,3,1,3,3,2,2,2,1,3,3,1,2,1,6,604.084418
